,Year,County,ICD Version,Total Admits (Consolidated),30-day Readmits (Consolidated),30-day Readmission Rate (Consolidated),PCPI
397,2017,Yolo,ICD-10,8171.0,1134.0,13.88,50754.0
398,2017,Yuba,ICD-10,4909.0,758.0,15.44,37776.0
399,2018,Alameda,ICD-10,62646.0,9882.0,15.77,74193.0
400,2018,Alpine,ICD-10,18.0,2.0,11.11,74453.0
401,2018,Amador,ICD-10,2877.0,458.0,15.92,41827.0
402,2018,Butte,ICD-10,23190.0,4151.0,17.9,42630.0
403,2018,Calaveras,ICD-10,2941.0,411.0,13.97,47296.0
404,2018,Colusa,ICD-10,1195.0,185.0,15.48,45624.0
405,2018,Contra Costa,ICD-10,51183.0,7884.0,15.4,78504.0
406,2018,Del Norte,ICD-10,1416.0,178.0,12.57,35090.0
407,2018,El Dorado,ICD-10,10371.0,1434.0,13.83,66033.0
408,2018,Fresno,ICD-10,48893.0,7348.0,15.03,40606.0
409,2018,Glenn,ICD-10,2126.0,314.0,14.77,42536.0
410,2018,Humboldt,ICD-10,7449.0,957.0,12.85,43823.0
411,2018,Imperial,ICD-10,8453.0,1205.0,14.26,35217.0
412,2018,Inyo,ICD-10,852.0,79.0,9.27,54870.0
413,2018,Kern,ICD-10,39488.0,5471.0,13.85,37557.0
414,2018,Kings,ICD-10,6010.0,879.0,14.63,35042.0
415,2018,Lake,ICD-10,5227.0,813.0,15.55,38998.0
416,2018,Lassen,ICD-10,798.0,72.0,9.02,32629.0
417,2018,Los Angeles,ICD-10,475044.0,74910.0,15.77,59004.0
418,2018,Madera,ICD-10,7023.0,999.0,14.22,37414.0
419,2018,Marin,ICD-10,10779.0,1365.0,12.66,128091.0
420,2018,Mariposa,ICD-10,1069.0,139.0,13.0,51043.0
421,2018,Mendocino,ICD-10,5400.0,795.0,14.72,45250.0
422,2018,Merced,ICD-10,14124.0,2236.0,15.83,36820.0
423,2018,Modoc,ICD-10,300.0,37.0,12.33,43751.0
424,2018,Mono,ICD-10,296.0,31.0,10.47,49783.0
425,2018,Monterey,ICD-10,19247.0,2399.0,12.46,52346.0
426,2018,Napa,ICD-10,6819.0,1059.0,15.53,69010.0
427,2018,Nevada,ICD-10,5779.0,799.0,13.83,57335.0
428,2018,Orange,ICD-10,130341.0,17385.0,13.34,66058.0
429,2018,Placer,ICD-10,18737.0,2199.0,11.74,64803.0
430,2018,Plumas,ICD-10,970.0,125.0,12.89,47601.0
431,2018,Riverside,ICD-10,112715.0,16709.0,14.82,40582.0
432,2018,Sacramento,ICD-10,77626.0,11686.0,15.05,50314.0
433,2018,San Benito,ICD-10,2487.0,349.0,14.03,50108.0
434,2018,San Bernardino,ICD-10,104972.0,15905.0,15.15,38663.0
435,2018,San Diego,ICD-10,153864.0,21665.0,14.08,59014.0
436,2018,San Joaquin,ICD-10,36982.0,5533.0,14.96,42320.0
437,2018,San Luis Obispo,ICD-10,12990.0,1587.0,12.22,55473.0
438,2018,San Mateo,ICD-10,25690.0,3319.0,12.92,123303.0
439,2018,Santa Barbara,ICD-10,18914.0,2242.0,11.85,59649.0
440,2018,Santa Clara,ICD-10,65621.0,9447.0,14.4,106567.0
441,2018,Santa Cruz,ICD-10,9985.0,1159.0,11.61,64845.0
442,2018,Shasta,ICD-10,13815.0,1750.0,12.67,43843.0
443,2018,Sierra,ICD-10,103.0,10.0,9.71,39756.0
444,2018,Siskiyou,ICD-10,1952.0,201.0,10.3,42268.0
445,2018,Solano,ICD-10,19873.0,3011.0,15.15,48566.0
446,2018,Sonoma,ICD-10,22588.0,3036.0,13.44,61066.0
447,2018,Stanislaus,ICD-10,30021.0,3980.0,13.26,41452.0
448,2018,Sutter,ICD-10,5966.0,774.0,12.97,42184.0
449,2018,Tehama,ICD-10,3848.0,581.0,15.1,38783.0
450,2018,Trinity,ICD-10,845.0,107.0,12.66,30685.0
451,2018,Tulare,ICD-10,20948.0,2781.0,13.28,38070.0
452,2018,Tuolumne,ICD-10,3495.0,420.0,12.02,43806.0
453,2018,Ventura,ICD-10,39246.0,5691.0,14.5,59781.0
454,2018,Yolo,ICD-10,7761.0,1032.0,13.3,52040.0
455,2018,Yuba,ICD-10,5056.0,737.0,14.58,39466.0
456,2019,Alameda,ICD-10,62440.0,9756.0,15.62,79984.0
457,2019,Alpine,ICD-10,10.0,0.0,0.0,79307.0
458,2019,Amador,ICD-10,2894.0,392.0,13.55,43895.0
459,2019,Butte,ICD-10,21958.0,3973.0,18.09,45907.0
460,2019,Calaveras,ICD-10,3051.0,467.0,15.31,50094.0
461,2019,Colusa,ICD-10,1196.0,170.0,14.21,44701.0
462,2019,Contra Costa,ICD-10,50840.0,7765.0,15.27,80347.0
463,2019,Del Norte,ICD-10,1463.0,170.0,11.62,36562.0
464,2019,El Dorado,ICD-10,10281.0,1439.0,14.0,68999.0
465,2019,Fresno,ICD-10,48532.0,7442.0,15.33,42639.0
466,2019,Glenn,ICD-10,2264.0,350.0,15.46,43100.0
467,2019,Humboldt,ICD-10,7263.0,947.0,13.04,45720.0
468,2019,Imperial,ICD-10,8295.0,1253.0,15.11,37669.0
469,2019,Inyo,ICD-10,958.0,99.0,10.33,57726.0
470,2019,Kern,ICD-10,40793.0,5885.0,14.43,39288.0
471,2019,Kings,ICD-10,6360.0,937.0,14.73,36388.0
472,2019,Lake,ICD-10,5108.0,822.0,16.09,40228.0
473,2019,Lassen,ICD-10,774.0,76.0,9.82,32690.0
474,2019,Los Angeles,ICD-10,465091.0,73376.0,15.78,62604.0
475,2019,Madera,ICD-10,6743.0,865.0,12.83,39026.0
476,2019,Marin,ICD-10,10086.0,1222.0,12.12,136630.0
477,2019,Mariposa,ICD-10,1115.0,124.0,11.12,53833.0
478,2019,Mendocino,ICD-10,5228.0,708.0,13.54,47037.0
479,2019,Merced,ICD-10,13468.0,2112.0,15.68,38416.0
480,2019,Modoc,ICD-10,372.0,50.0,13.44,46528.0
481,2019,Mono,ICD-10,333.0,33.0,9.91,54879.0
482,2019,Monterey,ICD-10,19847.0,2651.0,13.36,55672.0
483,2019,Napa,ICD-10,6551.0,1049.0,16.01,73267.0
484,2019,Nevada,ICD-10,5684.0,760.0,13.37,60472.0
485,2019,Orange,ICD-10,127580.0,17412.0,13.65,69619.0
486,2019,Placer,ICD-10,18957.0,2282.0,12.04,67654.0
487,2019,Plumas,ICD-10,851.0,100.0,11.75,49351.0
488,2019,Riverside,ICD-10,114978.0,17036.0,14.82,43086.0
489,2019,Sacramento,ICD-10,75730.0,11297.0,14.92,52570.0
490,2019,San Benito,ICD-10,2276.0,305.0,13.4,54108.0
491,2019,San Bernardino,ICD-10,104217.0,16022.0,15.37,41088.0
492,2019,San Diego,ICD-10,155859.0,21752.0,13.96,62047.0
493,2019,San Joaquin,ICD-10,37222.0,5817.0,15.63,45297.0
494,2019,San Luis Obispo,ICD-10,12891.0,1622.0,12.58,59012.0
495,2019,San Mateo,ICD-10,25264.0,3279.0,12.98,129043.0
496,2019,Santa Barbara,ICD-10,19432.0,2249.0,11.57,62388.0
497,2019,Santa Clara,ICD-10,64589.0,9259.0,14.34,112598.0
498,2019,Santa Cruz,ICD-10,10316.0,1283.0,12.44,69402.0
499,2019,Shasta,ICD-10,13651.0,1715.0,12.56,45675.0
500,2019,Sierra,ICD-10,116.0,12.0,10.34,41750.0
501,2019,Siskiyou,ICD-10,2009.0,201.0,10.0,43375.0
502,2019,Solano,ICD-10,20472.0,3144.0,15.36,51608.0
503,2019,Sonoma,ICD-10,22767.0,3150.0,13.84,65887.0
504,2019,Stanislaus,ICD-10,30499.0,4321.0,14.17,43435.0
505,2019,Sutter,ICD-10,5740.0,789.0,13.75,43880.0
506,2019,Tehama,ICD-10,3895.0,578.0,14.84,40014.0
507,2019,Trinity,ICD-10,784.0,86.0,10.97,31622.0
508,2019,Tulare,ICD-10,22009.0,3112.0,14.14,39842.0
509,2019,Tuolumne,ICD-10,3581.0,484.0,13.52,45870.0
510,2019,Ventura,ICD-10,40324.0,6006.0,14.89,62925.0
511,2019,Yolo,ICD-10,7958.0,1129.0,14.19,55261.0
512,2019,Yuba,ICD-10,5078.0,789.0,15.54,41278.0
513,2020,Alameda,ICD-10,54864.0,8381.0,15.28,88190.0
514,2020,Alpine,ICD-10,7.0,2.0,28.57,74115.0
515,2020,Amador,ICD-10,2484.0,353.0,14.21,47386.0
516,2020,Butte,ICD-10,19635.0,3585.0,18.26,51323.0
517,2020,Calaveras,ICD-10,2648.0,358.0,13.52,54125.0
518,2020,Colusa,ICD-10,998.0,137.0,13.73,56163.0
519,2020,Contra Costa,ICD-10,44201.0,6583.0,14.89,87839.0
520,2020,Del Norte,ICD-10,1174.0,112.0,9.54,41481.0
521,2020,El Dorado,ICD-10,9180.0,1332.0,14.51,74030.0
522,2020,Fresno,ICD-10,44932.0,6844.0,15.23,48200.0
523,2020,Glenn,ICD-10,1983.0,288.0,14.52,49391.0
524,2020,Humboldt,ICD-10,5984.0,738.0,12.33,50120.0
525,2020,Imperial,ICD-10,7229.0,1015.0,14.04,45909.0
526,2020,Inyo,ICD-10,855.0,91.0,10.64,59834.0
527,2020,Kern,ICD-10,36595.0,4963.0,13.56,44528.0
528,2020,Kings,ICD-10,5721.0,835.0,14.6,41319.0
529,2020,Lake,ICD-10,4191.0,618.0,14.75,43949.0
530,2020,Lassen,ICD-10,614.0,59.0,9.61,37997.0
531,2020,Los Angeles,ICD-10,391234.0,59374.0,15.18,67904.0
532,2020,Madera,ICD-10,5855.0,797.0,13.61,44026.0
533,2020,Marin,ICD-10,8660.0,1092.0,12.61,145393.0
534,2020,Mariposa,ICD-10,1007.0,128.0,12.71,57220.0
535,2020,Mendocino,ICD-10,4856.0,673.0,13.86,52318.0
536,2020,Merced,ICD-10,11523.0,1752.0,15.2,44087.0
537,2020,Modoc,ICD-10,338.0,45.0,13.31,53386.0
538,2020,Mono,ICD-10,274.0,30.0,10.95,60481.0
539,2020,Monterey,ICD-10,17352.0,2283.0,13.16,60598.0
540,2020,Napa,ICD-10,5168.0,747.0,14.45,82962.0
541,2020,Nevada,ICD-10,5158.0,682.0,13.22,65064.0
542,2020,Orange,ICD-10,109124.0,14464.0,13.25,75074.0
543,2020,Placer,ICD-10,17443.0,2120.0,12.15,73235.0
544,2020,Plumas,ICD-10,681.0,80.0,11.75,54523.0
545,2020,Riverside,ICD-10,101235.0,14085.0,13.91,47615.0
546,2020,Sacramento,ICD-10,69182.0,10274.0,14.85,57621.0
547,2020,San Benito,ICD-10,2082.0,291.0,13.98,60573.0
548,2020,San Bernardino,ICD-10,91071.0,12977.0,14.25,45347.0
549,2020,San Diego,ICD-10,137277.0,19112.0,13.92,67569.0
550,2020,San Joaquin,ICD-10,32822.0,4992.0,15.21,51569.0
551,2020,San Luis Obispo,ICD-10,11003.0,1398.0,12.71,63129.0
552,2020,San Mateo,ICD-10,21940.0,2851.0,12.99,141348.0
553,2020,Santa Barbara,ICD-10,17361.0,2026.0,11.67,68907.0
554,2020,Santa Clara,ICD-10,56393.0,8118.0,14.4,121845.0
555,2020,Santa Cruz,ICD-10,9178.0,1151.0,12.54,77231.0
556,2020,Shasta,ICD-10,12277.0,1591.0,12.96,51240.0
557,2020,Sierra,ICD-10,95.0,11.0,11.58,45402.0
558,2020,Siskiyou,ICD-10,1791.0,186.0,10.39,49348.0
559,2020,Solano,ICD-10,17619.0,2598.0,14.75,58642.0
560,2020,Sonoma,ICD-10,19924.0,2664.0,13.37,72601.0
561,2020,Stanislaus,ICD-10,27464.0,3868.0,14.08,48654.0
562,2020,Sutter,ICD-10,5415.0,776.0,14.33,49370.0
563,2020,Tehama,ICD-10,3505.0,445.0,12.7,44409.0
564,2020,Trinity,ICD-10,693.0,85.0,12.27,33262.0
565,2020,Tulare,ICD-10,18786.0,2653.0,14.12,45486.0
566,2020,Tuolumne,ICD-10,3304.0,474.0,14.35,49614.0
567,2020,Ventura,ICD-10,34820.0,4945.0,14.2,67666.0
568,2020,Yolo,ICD-10,6945.0,976.0,14.05,60205.0
569,2020,Yuba,ICD-10,4513.0,712.0,15.78,45544.0
570,2021,Alameda,ICD-10,57303.0,9116.0,15.91,98370.0
571,2021,Alpine,ICD-10,18.0,1.0,5.56,72843.0
572,2021,Amador,ICD-10,2526.0,337.0,13.34,49945.0
573,2021,Butte,ICD-10,19671.0,3643.0,18.52,55937.0
574,2021,Calaveras,ICD-10,2531.0,339.0,13.39,56645.0
575,2021,Colusa,ICD-10,1097.0,156.0,14.22,59056.0
576,2021,Contra Costa,ICD-10,47076.0,7126.0,15.14,94437.0
577,2021,Del Norte,ICD-10,1197.0,154.0,12.87,44626.0
578,2021,El Dorado,ICD-10,9451.0,1341.0,14.19,79332.0
579,2021,Fresno,ICD-10,47105.0,7060.0,14.99,51977.0
580,2021,Glenn,ICD-10,2020.0,278.0,13.76,52296.0
581,2021,Humboldt,ICD-10,5977.0,750.0,12.55,53997.0
582,2021,Imperial,ICD-10,6840.0,895.0,13.08,48487.0
583,2021,Inyo,ICD-10,649.0,63.0,9.71,61080.0
584,2021,Kern,ICD-10,38249.0,5070.0,13.26,46934.0
585,2021,Kings,ICD-10,5759.0,779.0,13.53,43867.0
586,2021,Lake,ICD-10,4313.0,646.0,14.98,46918.0
587,2021,Lassen,ICD-10,658.0,49.0,7.45,40835.0
588,2021,Los Angeles,ICD-10,403988.0,60634.0,15.01,73343.0
589,2021,Madera,ICD-10,6051.0,798.0,13.19,47871.0
590,2021,Marin,ICD-10,9224.0,1118.0,12.12,164340.0
591,2021,Mariposa,ICD-10,952.0,114.0,11.97,60465.0
592,2021,Mendocino,ICD-10,4894.0,638.0,13.04,56305.0
593,2021,Merced,ICD-10,12140.0,1756.0,14.46,47854.0
594,2021,Modoc,ICD-10,291.0,21.0,7.22,55635.0
595,2021,Mono,ICD-10,261.0,21.0,8.05,63295.0
596,2021,Monterey,ICD-10,17889.0,2326.0,13.0,64975.0
597,2021,Napa,ICD-10,5482.0,754.0,13.75,87015.0
598,2021,Nevada,ICD-10,5172.0,672.0,12.99,70364.0
599,2021,Orange,ICD-10,109967.0,14435.0,13.13,81505.0
600,2021,Placer,ICD-10,19165.0,2536.0,13.23,79424.0
601,2021,Plumas,ICD-10,704.0,93.0,13.21,58564.0
602,2021,Riverside,ICD-10,103826.0,14123.0,13.6,51558.0
603,2021,Sacramento,ICD-10,73454.0,11320.0,15.41,61752.0
604,2021,San Benito,ICD-10,2406.0,360.0,14.96,62228.0
605,2021,San Bernardino,ICD-10,91284.0,12642.0,13.85,49741.0
606,2021,San Diego,ICD-10,146135.0,20537.0,14.05,73084.0
607,2021,San Joaquin,ICD-10,33393.0,4971.0,14.89,55952.0
608,2021,San Luis Obispo,ICD-10,11090.0,1334.0,12.03,68378.0
609,2021,San Mateo,ICD-10,22904.0,2982.0,13.02,173524.0
610,2021,Santa Barbara,ICD-10,17936.0,2250.0,12.54,76392.0
611,2021,Santa Clara,ICD-10,58931.0,8721.0,14.8,143938.0
612,2021,Santa Cruz,ICD-10,9931.0,1262.0,12.71,88329.0
613,2021,Shasta,ICD-10,12325.0,1512.0,12.27,54385.0
614,2021,Sierra,ICD-10,98.0,12.0,12.24,47419.0
615,2021,Siskiyou,ICD-10,1771.0,178.0,10.05,52624.0
616,2021,Solano,ICD-10,18007.0,2555.0,14.19,59755.0
617,2021,Sonoma,ICD-10,20610.0,2844.0,13.8,78100.0
618,2021,Stanislaus,ICD-10,29264.0,4218.0,14.41,52389.0
619,2021,Sutter,ICD-10,5702.0,924.0,16.2,53513.0
620,2021,Tehama,ICD-10,3517.0,489.0,13.9,48029.0
621,2021,Trinity,ICD-10,684.0,82.0,11.99,35829.0
622,2021,Tulare,ICD-10,19448.0,2560.0,13.16,49064.0
623,2021,Tuolumne,ICD-10,3231.0,442.0,13.68,52854.0
624,2021,Ventura,ICD-10,35387.0,4875.0,13.78,74252.0
625,2021,Yolo,ICD-10,7134.0,1039.0,14.56,66181.0
626,2021,Yuba,ICD-10,4772.0,720.0,15.09,49250.0
627,2022,Alameda,ICD-10,56732.0,9088.0,16.02,100836.0
628,2022,Alpine,ICD-10,10.0,4.0,40.0,67603.0
629,2022,Amador,ICD-10,2472.0,323.0,13.07,47792.0
630,2022,Butte,ICD-10,17966.0,3214.0,17.89,53962.0
631,2022,Calaveras,ICD-10,2524.0,386.0,15.29,55582.0
632,2022,Colusa,ICD-10,903.0,104.0,11.52,55572.0
633,2022,Contra Costa,ICD-10,46208.0,6982.0,15.11,97061.0
634,2022,Del Norte,ICD-10,1341.0,151.0,11.26,43820.0
635,2022,El Dorado,ICD-10,8987.0,1237.0,13.76,79567.0
636,2022,Fresno,ICD-10,47111.0,7159.0,15.2,50440.0
637,2022,Glenn,ICD-10,1757.0,252.0,14.34,51112.0
638,2022,Humboldt,ICD-10,6159.0,737.0,11.97,53540.0
639,2022,Imperial,ICD-10,6673.0,908.0,13.61,45622.0
640,2022,Inyo,ICD-10,545.0,53.0,9.72,59323.0
641,2022,Kern,ICD-10,34947.0,4643.0,13.29,44595.0
642,2022,Kings,ICD-10,5429.0,759.0,13.98,42565.0
643,2022,Lake,ICD-10,3966.0,601.0,15.15,45403.0
644,2022,Lassen,ICD-10,579.0,50.0,8.64,41087.0
645,2022,Los Angeles,ICD-10,393647.0,59193.0,15.04,74378.0
646,2022,Madera,ICD-10,6058.0,856.0,14.13,45181.0
647,2022,Marin,ICD-10,9375.0,1201.0,12.81,168814.0
648,2022,Mariposa,ICD-10,944.0,137.0,14.51,60943.0
649,2022,Mendocino,ICD-10,4607.0,598.0,12.98,55104.0
650,2022,Merced,ICD-10,11712.0,1709.0,14.59,45918.0
651,2022,Modoc,ICD-10,307.0,38.0,12.38,57888.0
652,2022,Mono,ICD-10,229.0,23.0,10.04,65921.0
653,2022,Monterey,ICD-10,18704.0,2429.0,12.99,65331.0
654,2022,Napa,ICD-10,5108.0,688.0,13.47,89219.0
655,2022,Nevada,ICD-10,4818.0,673.0,13.97,71115.0
656,2022,Orange,ICD-10,108666.0,14826.0,13.64,84109.0
657,2022,Placer,ICD-10,18518.0,2309.0,12.47,80052.0
658,2022,Plumas,ICD-10,634.0,94.0,14.83,59805.0
659,2022,Riverside,ICD-10,103546.0,14693.0,14.19,50995.0
660,2022,Sacramento,ICD-10,70577.0,10399.0,14.73,61965.0
661,2022,San Benito,ICD-10,2514.0,368.0,14.64,62275.0
662,2022,San Bernardino,ICD-10,91005.0,13303.0,14.62,48683.0
663,2022,San Diego,ICD-10,144735.0,20302.0,14.03,74476.0
664,2022,San Joaquin,ICD-10,32288.0,4998.0,15.48,56363.0
665,2022,San Luis Obispo,ICD-10,11343.0,1419.0,12.51,68364.0
666,2022,San Mateo,ICD-10,22807.0,3049.0,13.37,162863.0
667,2022,Santa Barbara,ICD-10,17333.0,2136.0,12.32,77419.0
668,2022,Santa Clara,ICD-10,58551.0,8629.0,14.74,142708.0
669,2022,Santa Cruz,ICD-10,9591.0,1216.0,12.68,83277.0
670,2022,Shasta,ICD-10,12200.0,1529.0,12.53,54099.0
671,2022,Sierra,ICD-10,73.0,10.0,13.7,50451.0
672,2022,Siskiyou,ICD-10,1667.0,195.0,11.7,51657.0
673,2022,Solano,ICD-10,17339.0,2481.0,14.31,61019.0
674,2022,Sonoma,ICD-10,21315.0,3062.0,14.37,78660.0
675,2022,Stanislaus,ICD-10,27600.0,3821.0,13.84,51092.0
676,2022,Sutter,ICD-10,4755.0,691.0,14.53,51756.0
677,2022,Tehama,ICD-10,3291.0,441.0,13.4,46286.0
678,2022,Trinity,ICD-10,675.0,91.0,13.48,35925.0
679,2022,Tulare,ICD-10,18119.0,2204.0,12.16,46995.0
680,2022,Tuolumne,ICD-10,3236.0,472.0,14.59,52565.0
681,2022,Ventura,ICD-10,34253.0,4771.0,13.93,73994.0
682,2022,Yolo,ICD-10,7045.0,1005.0,14.27,63544.0
683,2022,Yuba,ICD-10,4237.0,631.0,14.89,48398.0
